"doc_id","year","pope","region","genre","persons","summary","is_dispute","is_dispute_conf","dispute_parties","dispute_parties_conf","matched_principal","domain","domain_conf","domain_other_detail"
"173387","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Conrad IV von Hohenstaufen, King of Sicily (subject_or_mention) | Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Innocent IV notifies all the faithful that he had summoned Conrad IV (son of the late Emperor Frederick II) to appear before him on various articles touching the faith and Christian religion. Conrad sent solemn nuncios to the Apostolic See to present his excuses publicly. At the intercession of the counts of Montfort (I.) and Thomas of Savoy, the pope extends the deadline of the citation until mid-Lent. Conrad IV is the principal subject of the citation; Frederick II is mentioned only as his deceased father. The counts of Montfort and Thomas of Savoy (unmatched) are the intercessors whose petitions prompted the extension.","yes","high","church_v_lay","high","yes","ecclesiastical_appointments","medium",""
"173388","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV grants Archbishop Wilbrand of Magdeburg the right to collect the first year's revenues of vacant benefices in his diocese (for up to three years) to repay debts incurred when he was captured and robbed while travelling to receive the regalia from King William II of the Romans. This is a one-sided financial/administrative grant to the archbishop, not a dispute. Willem II of Holland appears only as the incidental destination of the archbishop's journey (the king from whom the regalia were to be received), not as a party to any conflict.","no","high","","","","ecclesiastical_appointments","medium",""
"173389","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henri II, Duc de Brabant (subject_or_mention)","Pope Innocent IV confirms to the provost and convent of the Premonstratensian monastery of Île-Duc (diocese of Liège) the grant of patronage rights over the chapel of Nuerode near Aerschot (diocese of Liège), which had been conferred upon them by Duke Henry of Lorraine and Brabant, the knight John of Schoonhoven, and Oliver, son of the late William of Brussels. This is a straightforward confirmation of a donation with no opposing party. Henri II, Duc de Brabant, appears only as a deceased prior donor (subject_or_mention), not as a party to any live dispute.","no","high","","","","ecclesiastical_property","high",""
"173406","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (beneficiary) | Conrad IV von Hohenstaufen, King of Sicily (subject_or_mention) | Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Innocent IV grants the Bishop of Sambia (Johannes) the faculty to preach the crusade throughout the Kingdom of Germany and to grant the same indulgences and privileges as those given to crusaders for the Holy Land to all who take the cross in aid of the Church or of William II of Holland (King of the Romans) against Conrad IV (son of the late Emperor Frederick II) and his supporters. This is a political/anti-Hohenstaufen crusade mandate. William II appears as the beneficiary/principal whose cause is being supported; Conrad IV is named as the adversary. The Bishop of Sambia is the addressee-executor, not a party to the conflict.","no","medium","","","","crusade","high",""
"173407","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (beneficiary) | Conrad IV von Hohenstaufen, King of Sicily (subject_or_mention)","Pope Innocent IV grants preachers of the crusade in the Kingdom of Germany the faculty to allow ecclesiastical burial to those killed at tournaments, provided they have contributed financial support to Willem II, King of the Romans (matched, beneficiary), in the common cause against Conrad, son of the late Emperor Frederick II (matched, subject/opponent). The document is a crusade-related mandate supporting Willem II's political-military struggle against the Hohenstaufen Conrad IV, using crusade preaching machinery and burial privileges as incentives for supporters.","yes","high","lay_v_lay","high","yes","crusade","high",""
"173415","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV grants the Bishop of Samland (Prussia) the faculty to dispense persons in the Kingdom of Germany who have taken the crusade cross in support of King William of the Romans (Willem II of Holland), allowing each of them to marry a woman related to him in the fourth degree of consanguinity or affinity. This is a one-sided grant of a dispensation faculty; there is no live dispute. Willem II of Holland appears only as the incidental beneficiary of the crusade effort whose supporters are the intended recipients of the dispensation.","no","high","","","","marriage","high",""
"173416","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV grants the bishop of Utrecht (Henry) the faculty to collect for one year the revenues of ecclesiastical benefices, dignities, and personates that fall vacant in his city and diocese over the next three years, to be applied to expenses incurred in the service of the Roman Church and of William II, King of the Romans (Count of Holland and Zeeland). This is a one-sided administrative grant of a fiscal privilege to the bishop; there is no live dispute. William II appears only as incidental context (the cause for which the bishop's expenses were incurred), not as a party to any conflict.","no","high","","","","ecclesiastical_appointments","medium",""
"173427","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (beneficiary)","Pope Innocent IV mandates the Bishop of Sambia (Johannes) to uphold, for a time, the arrangement made and confirmed by Cardinal Hugh of Santa Sabina (apostolic legate) regarding the collection of various tithes with certain nobles of the kingdom of Germany, in favour of William II, King of the Romans (matched as Willem II, Count of Holland and Zeeland). This is an active dispute/settlement over tithe collection between William II and unnamed German nobles, brokered by the papal legate. William II appears as the principal beneficiary of the arrangement.","yes","high","church_v_lay","medium","yes","ecclesiastical_property","high",""
"173430","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV mandates Cardinal Peter of S. Giorgio ad velum aureum (apostolic legate) to revoke the concession of the bishopric of Lübeck granted to Archbishop Albert of Prussia for his sustenance, and instead — at the request of King William II of the Romans — to appoint Johannes de Dist, a Franciscan friar and bishop of Samland, as bishop and pastor of the church of Lübeck. This is an ecclesiastical appointment/provision matter, not a live dispute. Willem II of Holland appears as the requesting party (rex Romanorum) whose intercession prompted the appointment.","no","high","","","","ecclesiastical_appointments","high",""
"173443","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention) | Marguerite Comtesse de Hainaut Gravin van Vlaanderen (subject_or_mention)","Pope Innocent IV writes to the bishop and archdeacon of Tournai announcing his intention to send a legate to settle the discord between William II, King of the Romans, and Margaret, Countess of Flanders and Hainaut. He orders them to immediately suspend the sentence of excommunication promulgated by the Abbot of Fulda (by papal authority) against the countess and certain of her men, as well as the interdict laid on her lands. Both matched Peerage persons — William II and Margaret — are principal parties to the dispute; the Abbot of Fulda is an unmatched ecclesiastical actor whose censures are the immediate subject of the mandate.","yes","high","lay_v_lay","high","yes","secular_territorial","high",""
"173447","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Premysl II Ottokar, King of Bohemia (beneficiary)","Pope Innocent IV grants a privilege to Ottokar II, King of Bohemia, protecting him and his lands from excommunication, interdict, or denial of church entry without special mandate from the Apostolic See. This is a one-sided papal indult/privilege in favour of the king, with no opposing party named. The matched Peerage person, Ottokar II, is the sole beneficiary of this grant.","no","high","","","","excommunication","high",""
