doc_id,year,pope,region,persons,summary,is_dispute,is_dispute_conf,dispute_parties,dispute_parties_conf,matched_principal,domain,domain_conf,domain_other_detail
20125,1346,Clément VI (1342-1352),Eastern_Europe,"Louis I d'Anjou, King of Hungary and Poland (addressee) | Andrew d'Anjou, Duke of Calabria (subject_or_mention) | Elisabeth of Poland (subject_or_mention) | Stephen von Ungarn (subject_or_mention) | Joanna I d'Anjou, Queen of Naples (subject_or_mention)","Clement VI replies to Louis of Hungary's requests about the custody and upbringing of the boy Charles (son of the late King Andrew of Sicily), the administration of the kingdom of Sicily, and his request that Joan of Sicily not be licensed to remarry within the royal house. The operative act is the pope's response on guardianship and realm administration, framed as petitions answered rather than an adjudicated two-party dispute. Coded as inheritance/succession governance.",no,low,,,,inheritance,low,
20128,1347,Clément VI (1342-1352),France,"Philippe VI, Roi de France (addressee)","Clement VI protests to Philip VI against royal letters ordering the seizure to the royal hand of ecclesiastical goods, tithes and revenues of prelates and clergy absent from the realm, sending nuncios to dissuade him. A live conflict between the Church (defending ecclesiastical liberty and clergy's property) and the French crown (lay) over the seizure of church revenues. The matched king is addressee/principal whose ordinance is contested.",yes,medium,church_v_lay,high,yes,ecclesiastical_property,high,
20129,1347,Clément VI (1342-1352),France,"Philippe VI, Roi de France (subject_or_mention)","Clement VI writes to the bishop of Paris about the same matter: royal letters against ecclesiastical liberty harming clergy, asking the bishop to help the nuncios and intercede with the king to retract them. The live conflict is the Church (clergy's property/liberty) versus the French crown over seizure of church goods; the matched king (mention) is the principal whose ordinance is contested; the bishop is an intermediary.",yes,medium,church_v_lay,high,yes,ecclesiastical_property,high,
20130,1347,Clément VI (1342-1352),France,"Philippe VI, Roi de France (subject_or_mention) | Jeanne de Bourgogne (subject_or_mention) | Edward III, King of England (subject_or_mention)","Clement VI writes to the dean of Paris (a royal councilor) commending his diligence in procuring revocation of the royal 'novelties' against ecclesiastical liberty, and discusses sending the nuncios. The live conflict is the Church versus the French crown over seizure of church goods/revenues; the matched king (and queen, who is helping revoke them) are mentions; Edward III appears re proceedings against the English king. The crown's contested ordinance is the operative dispute.",yes,low,church_v_lay,medium,yes,ecclesiastical_property,high,
20131,1347,Clément VI (1342-1352),,"Edward III, King of England (subject_or_mention) | Philippe VI, Roi de France (subject_or_mention) | Jeanne de Bourgogne (subject_or_mention)","Clement VI writes to the cardinal-nuncios about Edward III's ordinance seizing the revenues of ecclesiastical benefices held in England by aliens (including cardinals) for the war, and his exhortations to revoke it. A live conflict between the Church (defending benefice-holders' revenues and ecclesiastical liberty) and the English crown (lay) over the seizure of church revenues. The matched king Edward III is the principal whose ordinance is contested; the nuncios were also handling Anglo-French peace.",yes,medium,church_v_lay,high,yes,ecclesiastical_property,high,
20132,1347,Clément VI (1342-1352),England,"Edward III, King of England (addressee)","Clement VI exhorts Edward III to revoke the 'novelties' attempted in his realm (retention of revenues of ecclesiastical benefices held by aliens), warning of consequences. A live conflict between the Church (defending ecclesiastical liberty and benefice revenues) and the English crown over the seizure of church revenues. The matched king Edward III is addressee/principal whose ordinance is contested.",yes,medium,church_v_lay,high,yes,ecclesiastical_property,high,
20133,1347,Clément VI (1342-1352),France,"Philippe VI, Roi de France (addressee)",Clement VI exhorts Philip VI to revoke the 'novelties' attempted in his realm against ecclesiastical liberty (seizure of revenues of clergy absent from the realm). A live conflict between the Church and the French crown over the seizure of church revenues; the matched king is addressee/principal whose ordinance is contested.,yes,medium,church_v_lay,high,yes,ecclesiastical_property,high,
20134,1347,Clément VI (1342-1352),,"Philippe VI, Roi de France (subject_or_mention)","Clement VI sends to the nuncios (archbishop of Embrun and bishop of Chartres) the letter directed to Philip VI on revoking the novelties against ecclesiastical liberty, with instructions. The underlying live conflict is the Church versus the French crown over seizure of church goods; this transmittal to the nuncios concerns prosecuting that contested ordinance. The matched king (mention) is the principal whose ordinance is at issue.",yes,low,church_v_lay,medium,yes,ecclesiastical_property,high,
20136,1347,Clément VI (1342-1352),France,"Philippe VI, Roi de France (addressee)","Clement VI complains to Philip VI that royal troops captured the bishop of Aire (in Gascony) and his clerics at sea while returning from pilgrimage to the Holy Land, despoiling and imprisoning them, and demands redress. A live conflict between the Church (the captured bishop, ecclesiastical, the injured party) and the French crown/royal troops (lay) over the capture and despoiling of clergy. The matched king is addressee/principal whose men committed the act; the bishop (counterparty) is unmatched.",yes,medium,church_v_lay,high,yes,ecclesiastical_appointments,low,
20137,1347,Clément VI (1342-1352),Italy,"Joanna I d'Anjou, Queen of Naples (subject_or_mention)","Clement VI writes to the bishop of Monte Cassino about the office of chancellor of Sicily conferred on him by Queen Joan: the pope declines to confirm it because the office is held for life by the bishop of Cavaillon (then on a papal peace mission between the duke of Burgundy and John de Chalon). The operative act is the pope's refusal to confirm an appointment, an office/administrative matter rather than a litigated dispute.",no,low,,,,ecclesiastical_appointments,low,
20138,1347,Clément VI (1342-1352),Italy,"Joanna I d'Anjou, Queen of Naples (addressee)","Clement VI replies to Queen Joan of Sicily on the same matter: he cannot confirm her deputation of the bishop of Monte Cassino as chancellor of Sicily because the office, held for life, belongs to the bishop of Cavaillon. A one-sided administrative response declining to confirm an appointment; no live two-party dispute. Domain is office/governance.",no,low,,,,ecclesiastical_appointments,low,
20139,1347,Clément VI (1342-1352),France,"Philippe VI, Roi de France (addressee)","Clement VI intercedes with Philip VI on behalf of James, king of Majorca: after James's 'novelty' in Roussillon, the French king put the town and barony of Montpellier to the royal hand and proceeded against James and his supporters; the pope asks for clemency and the lifting of the royal hand. A live conflict between the King of France (lay, addressee/principal) and James, king of Majorca (lay, unmatched) over Montpellier and Roussillon. A lay-vs-lay territorial/sovereignty conflict.",yes,medium,lay_v_lay,high,yes,secular_territorial,high,
20140,1347,Clément VI (1342-1352),France,"Philippe VI, Roi de France (subject_or_mention) | Jeanne de Bourgogne (addressee)","Clement VI writes to Queen Joan of France on the same matter, asking her to intercede with the King of France for clemency toward James of Majorca and the lifting of the royal hand from Montpellier and its barony. The live conflict is between the King of France (lay) and James of Majorca (lay, unmatched) over Montpellier/Roussillon; the matched king is a mention-principal and the queen the addressee-intermediary. Lay-vs-lay territorial conflict.",yes,medium,lay_v_lay,high,yes,secular_territorial,high,
20148,1376,Grégoire XI (1370-1378),France,"Louis I, Duc d'Anjou (addressee) | Pedro IV, Rey de AragÃ³n (subject_or_mention) | Jean II, Roi de France (subject_or_mention)","Gregory XI writes to Louis, duke of Anjou, about the dissension stirred between him and Peter IV of Aragon, announcing a nuncio (bishop of Tusculum) sent to both to settle it by amicable treaty. A live conflict between the duke of Anjou (lay, matched) and Peter IV of Aragon (lay, matched) which the pope seeks to terminate. Both principals matched; substance is an inter-ruler quarrel (secular).",yes,high,lay_v_lay,high,yes,secular_territorial,medium,
